,x
6846,T
6847,Mono/DC
6848,T
6849,T
6850,Progenitor
6851,T
6852,T
6853,Mono/DC
6854,T
6855,Mono/DC
6856,T
6857,T
6858,T
6859,B
6860,B
6861,T
6862,T
6863,T
6864,T
6865,Mono/DC
6866,T
6867,Mono/DC
6868,Mono/DC
6869,B
6870,Progenitor
6871,Mono/DC
6872,Mono/DC
6873,T
6874,Mono/DC
6875,Mono/DC
6876,Progenitor
6877,NK
6878,Mono/DC
6879,T
6880,Mono/DC
6881,B
6882,Mono/DC
6883,Mono/DC
6884,T
6885,B
6886,T
6887,T
6888,T
6889,Mono/DC
6890,NK
6891,Mono/DC
6892,Progenitor
6893,T
6894,T
6895,T
6896,T
6897,Mono/DC
6898,Mono/DC
6899,T
6900,Progenitor
6901,Progenitor
6902,Mono/DC
6903,Mono/DC
6904,Mono/DC
6905,Progenitor
6906,B
6907,Mono/DC
6908,T
6909,Mono/DC
6910,Mono/DC
6911,Mono/DC
6912,T
6913,B
6914,T
6915,B
6916,T
6917,Mono/DC
6918,B
6919,T
6920,Mono/DC
6921,T
6922,T
6923,T
6924,B
6925,T
6926,Mono/DC
6927,T
6928,Progenitor
6929,Progenitor
6930,NK
6931,Progenitor
6932,Progenitor
6933,B
6934,Mono/DC
6935,Progenitor
6936,B
6937,Mono/DC
6938,Mono/DC
6939,B
6940,Mono/DC
6941,Mono/DC
6942,Mono/DC
6943,Mono/DC
6944,T
6945,Progenitor
6946,B
6947,NK
6948,T
6949,Progenitor
6950,B
6951,NK
6952,T
6953,Progenitor
6954,T
6955,Mono/DC
6956,T
6957,T
6958,T
6959,T
6960,T
6961,Mono/DC
6962,Mono/DC
6963,T
6964,Mono/DC
6965,Progenitor
6966,Mono/DC
6967,Mono/DC
6968,B
6969,T
6970,Mono/DC
6971,B
6972,T
6973,Progenitor
6974,Progenitor
6975,T
6976,Progenitor
6977,T
6978,B
6979,Mono/DC
6980,T
6981,NK
6982,T
6983,Mono/DC
6984,B
6985,Progenitor
6986,Mono/DC
6987,Mono/DC
6988,B
6989,T
6990,Mono/DC
6991,Mono/DC
6992,B
6993,NK
6994,Mono/DC
6995,Mono/DC
6996,Mono/DC
6997,NK
6998,NK
6999,Mono/DC
7000,NK
7001,Progenitor
7002,Progenitor
7003,T
7004,Mono/DC
7005,Mono/DC
7006,Mono/DC
7007,B
7008,Mono/DC
7009,T
7010,NK
7011,Mono/DC
7012,Progenitor
7013,Mono/DC
7014,Progenitor
7015,Mono/DC
7016,Progenitor
7017,T
7018,Mono/DC
7019,T
7020,Progenitor
7021,B
7022,T
7023,Progenitor
7024,T
7025,Mono/DC
7026,Mono/DC
7027,T
7028,Progenitor
7029,T
7030,T
7031,Progenitor
7032,B
7033,NK
7034,T
7035,Mono/DC
7036,Mono/DC
7037,T
7038,Mono/DC
7039,Mono/DC
7040,NK
7041,T
7042,T
7043,NK
7044,Mono/DC
7045,T
7046,T
7047,T
7048,NK
7049,T
7050,T
7051,Mono/DC
7052,Mono/DC
7053,B
7054,Mono/DC
7055,Progenitor
7056,T
7057,B
7058,Mono/DC
7059,Mono/DC
7060,Mono/DC
7061,Mono/DC
7062,T
7063,Mono/DC
7064,T
7065,T
7066,Mono/DC
7067,Mono/DC
7068,Mono/DC
7069,T
7070,T
7071,Mono/DC
7072,Progenitor
7073,T
7074,T
7075,Progenitor
7076,Mono/DC
7077,Mono/DC
7078,T
7079,Mono/DC
7080,Progenitor
7081,B
7082,B
7083,Mono/DC
7084,T
7085,Mono/DC
7086,B
7087,Mono/DC
7088,Mono/DC
7089,NK
7090,Mono/DC
7091,B
7092,T
7093,T
7094,Mono/DC
7095,NK
7096,B
7097,T
7098,B
7099,NK
7100,B
7101,NK
7102,B
7103,T
7104,T
7105,Mono/DC
7106,Mono/DC
7107,Mono/DC
7108,Progenitor
7109,Progenitor
7110,T
7111,Mono/DC
7112,B
7113,T
7114,Mono/DC
7115,Mono/DC
7116,T
7117,Progenitor
7118,Mono/DC
7119,T
7120,B
7121,Mono/DC
7122,Mono/DC
7123,T
7124,B
7125,Mono/DC
7126,Mono/DC
7127,Mono/DC
7128,B
7129,Mono/DC
7130,B
7131,Mono/DC
7132,B
7133,Mono/DC
7134,B
7135,Progenitor
7136,B
7137,B
7138,Mono/DC
7139,Progenitor
7140,Mono/DC
7141,T
7142,B
7143,T
7144,T
7145,B
7146,B
7147,B
7148,B
7149,B
7150,T
7151,B
7152,T
7153,B
7154,B
7155,T
7156,Progenitor
7157,T
7158,B
7159,T
7160,T
7161,B
7162,B
7163,T
7164,Progenitor
7165,Mono/DC
7166,Mono/DC
7167,Mono/DC
7168,B
7169,B
7170,T
7171,B
7172,T
7173,Mono/DC
7174,Mono/DC
7175,B
7176,Mono/DC
7177,NK
7178,Mono/DC
7179,T
7180,Mono/DC
7181,Progenitor
7182,Mono/DC
7183,Mono/DC
7184,Mono/DC
7185,T
7186,T
7187,Mono/DC
7188,Mono/DC
7189,Mono/DC
7190,B
7191,Mono/DC
7192,Mono/DC
7193,Progenitor
7194,Progenitor
7195,Mono/DC
7196,Mono/DC
7197,Mono/DC
7198,Mono/DC
7199,T
7200,T
7201,Mono/DC
7202,T
7203,Mono/DC
7204,T
7205,Mono/DC
7206,T
7207,T
7208,Progenitor
7209,Mono/DC
7210,Mono/DC
7211,Mono/DC
7212,T
7213,T
7214,Mono/DC
7215,Mono/DC
7216,Mono/DC
7217,T
7218,Mono/DC
7219,T
7220,T
7221,B
7222,T
7223,T
7224,T
7225,B
7226,T
7227,NK
7228,Progenitor
7229,Mono/DC
7230,B
7231,T
7232,T
7233,Mono/DC
7234,Progenitor
7235,NK
7236,T
7237,Mono/DC
7238,T
7239,Mono/DC
7240,Mono/DC
7241,Mono/DC
7242,T
7243,NK
7244,T
7245,T
7246,Mono/DC
7247,Mono/DC
7248,Mono/DC
7249,NK
7250,NK
7251,B
7252,NK
7253,Mono/DC
7254,Mono/DC
7255,Mono/DC
7256,Mono/DC
7257,T
7258,Mono/DC
7259,T
7260,NK
7261,T
7262,T
7263,Mono/DC
7264,T
7265,T
7266,B
7267,NK
7268,T
7269,NK
7270,T
7271,Mono/DC
7272,T
7273,T
7274,Mono/DC
7275,T
7276,T
7277,T
7278,T
7279,Mono/DC
7280,Mono/DC
7281,Mono/DC
7282,T
7283,T
7284,Progenitor
7285,Mono/DC
7286,T
7287,T
7288,Mono/DC
7289,NK
7290,Mono/DC
7291,T
7292,Mono/DC
7293,Mono/DC
7294,T
7295,T
7296,Mono/DC
7297,T
7298,Mono/DC
7299,T
7300,Mono/DC
7301,Progenitor
7302,Mono/DC
7303,Mono/DC
7304,Mono/DC
7305,Mono/DC
7306,Mono/DC
7307,Progenitor
7308,Mono/DC
7309,Progenitor
7310,Mono/DC
7311,T
7312,Mono/DC
7313,NK
7314,Mono/DC
7315,T
7316,Mono/DC
7317,Mono/DC
7318,T
7319,Mono/DC
7320,Mono/DC
7321,T
7322,Mono/DC
7323,Mono/DC
7324,T
7325,B
7326,Mono/DC
7327,Mono/DC
7328,T
7329,Mono/DC
7330,Mono/DC
7331,Mono/DC
7332,Progenitor
7333,T
7334,T
7335,T
7336,Mono/DC
7337,T
7338,Mono/DC
7339,Progenitor
7340,T
7341,T
7342,T
7343,Mono/DC
7344,B
7345,Mono/DC
7346,Mono/DC
7347,T
7348,Mono/DC
7349,T
7350,Mono/DC
7351,T
7352,T
7353,T
7354,NK
7355,Mono/DC
7356,T
7357,T
7358,T
7359,Mono/DC
7360,Mono/DC
7361,Mono/DC
7362,T
7363,Mono/DC
7364,B
7365,Progenitor
7366,T
7367,Mono/DC
7368,NK
7369,Progenitor
7370,T
7371,Progenitor
7372,Mono/DC
7373,T
7374,T
7375,Mono/DC
7376,Mono/DC
7377,T
7378,Mono/DC
7379,Mono/DC
7380,T
7381,T
7382,Mono/DC
7383,B
7384,T
7385,T
7386,Mono/DC
7387,Mono/DC
7388,Mono/DC
7389,Mono/DC
7390,Mono/DC
7391,Mono/DC
7392,Progenitor
7393,Mono/DC
7394,T
7395,NK
7396,NK
7397,Progenitor
7398,Mono/DC
7399,Mono/DC
7400,B
7401,Mono/DC
7402,Mono/DC
7403,T
7404,B
7405,Progenitor
7406,T
7407,T
7408,T
7409,Mono/DC
7410,T
7411,NK
7412,Mono/DC
7413,Mono/DC
7414,T
7415,Mono/DC
7416,Mono/DC
7417,Progenitor
7418,Mono/DC
7419,T
7420,B
7421,T
7422,T
7423,T
7424,Mono/DC
7425,Mono/DC
7426,B
7427,T
7428,B
7429,Mono/DC
7430,T
7431,T
7432,Mono/DC
7433,T
7434,NK
7435,Progenitor
7436,Mono/DC
7437,Mono/DC
7438,NK
7439,T
7440,T
7441,Progenitor
7442,NK
7443,Mono/DC
7444,Progenitor
7445,NK
7446,Mono/DC
7447,Mono/DC
7448,T
7449,T
7450,Mono/DC
7451,Mono/DC
7452,Mono/DC
7453,T
7454,Progenitor
7455,B
7456,Mono/DC
7457,Mono/DC
7458,T
7459,Progenitor
7460,T
7461,Mono/DC
7462,T
7463,NK
7464,T
7465,NK
7466,Mono/DC
7467,Mono/DC
7468,Mono/DC
7469,Mono/DC
7470,Mono/DC
7471,Progenitor
7472,Mono/DC
7473,Mono/DC
7474,B
7475,Mono/DC
7476,B
7477,Progenitor
7478,B
7479,B
7480,T
7481,T
7482,T
7483,T
7484,B
7485,Mono/DC
7486,B
7487,Mono/DC
7488,Mono/DC
7489,Progenitor
7490,B
7491,T
7492,T
7493,Mono/DC
7494,T
7495,T
7496,T
7497,NK
7498,B
7499,T
7500,T
7501,B
7502,B
7503,T
7504,T
7505,Mono/DC
7506,B
7507,Mono/DC
7508,Mono/DC
7509,B
7510,B
7511,Mono/DC
7512,B
7513,B
7514,T
7515,NK
7516,NK
7517,Mono/DC
7518,B
7519,T
7520,T
7521,Mono/DC
7522,Mono/DC
7523,Mono/DC
7524,T
7525,T
7526,T
7527,Mono/DC
7528,T
7529,B
7530,Mono/DC
7531,B
7532,T
7533,T
7534,Mono/DC
7535,Mono/DC
7536,T
7537,T
7538,Mono/DC
7539,T
7540,Progenitor
7541,Mono/DC
7542,T
7543,T
7544,T
7545,Mono/DC
7546,Mono/DC
7547,T
7548,Mono/DC
7549,Mono/DC
7550,T
7551,T
7552,Mono/DC
7553,T
7554,Mono/DC
7555,B
7556,T
7557,NK
7558,T
7559,Mono/DC
7560,T
7561,T
7562,B
7563,T
7564,T
7565,T
7566,Mono/DC
7567,T
7568,T
7569,B
7570,T
7571,Mono/DC
7572,B
7573,T
7574,B
7575,Mono/DC
7576,T
7577,Mono/DC
7578,Mono/DC
7579,T
7580,Mono/DC
7581,Mono/DC
7582,NK
7583,Mono/DC
7584,T
7585,Progenitor
7586,Mono/DC
7587,T
7588,Mono/DC
7589,Mono/DC
7590,Progenitor
7591,B
7592,T
7593,T
7594,Progenitor
7595,T
7596,Mono/DC
7597,T
7598,Mono/DC
7599,T
7600,T
7601,Progenitor
7602,Mono/DC
7603,Mono/DC
7604,T
7605,Mono/DC
7606,Mono/DC
7607,T
7608,Progenitor
7609,Mono/DC
7610,Progenitor
7611,Mono/DC
7612,Progenitor
7613,B
7614,T
7615,Progenitor
7616,Mono/DC
7617,Mono/DC
7618,Mono/DC
7619,T
7620,Progenitor
7621,T
7622,B
7623,B
7624,Mono/DC
7625,Progenitor
7626,Mono/DC
7627,T
7628,Progenitor
7629,Mono/DC
7630,Progenitor
7631,T
7632,T
7633,T
7634,T
7635,T
7636,T
7637,Mono/DC
7638,T
7639,T
7640,T
7641,T
7642,T
7643,Mono/DC
7644,T
7645,T
7646,T
7647,T
7648,T
7649,T
7650,Mono/DC
7651,Mono/DC
7652,Mono/DC
7653,T
7654,Mono/DC
7655,Progenitor
7656,Mono/DC
7657,Mono/DC
7658,Progenitor
7659,T
7660,Progenitor
7661,T
7662,B
7663,Progenitor
7664,T
7665,T
7666,Mono/DC
7667,T
7668,T
7669,Mono/DC
7670,Mono/DC
7671,T
7672,Mono/DC
7673,Mono/DC
7674,Mono/DC
7675,Mono/DC
7676,B
7677,T
7678,NK
7679,Mono/DC
7680,T
7681,B
7682,T
7683,T
7684,T
7685,Mono/DC
7686,Mono/DC
7687,Mono/DC
7688,T
7689,NK
7690,T
7691,Progenitor
7692,T
7693,Progenitor
7694,NK
7695,NK
7696,T
7697,T
7698,T
7699,Progenitor
7700,Mono/DC
7701,Mono/DC
7702,Mono/DC
7703,Mono/DC
7704,NK
7705,T
7706,Mono/DC
7707,T
7708,Mono/DC
7709,T
7710,T
7711,Mono/DC
7712,T
7713,Mono/DC
7714,Mono/DC
7715,T
7716,NK
7717,Mono/DC
7718,Mono/DC
7719,T
7720,T
7721,Mono/DC
7722,T
7723,Mono/DC
7724,B
7725,B
7726,Mono/DC
7727,T
7728,T
7729,T
7730,Progenitor
7731,T
7732,Mono/DC
7733,T
7734,Mono/DC
7735,B
7736,Mono/DC
7737,NK
7738,Mono/DC
7739,Mono/DC
7740,Mono/DC
7741,T
7742,Mono/DC
7743,Mono/DC
7744,Mono/DC
7745,B
7746,T
7747,Mono/DC
7748,Mono/DC
7749,Progenitor
7750,Mono/DC
7751,Mono/DC
7752,Mono/DC
7753,T
7754,Mono/DC
7755,T
7756,T
7757,Mono/DC
7758,Mono/DC
7759,T
7760,B
7761,Mono/DC
7762,B
7763,B
7764,Progenitor
7765,Mono/DC
7766,Mono/DC
7767,NK
7768,Progenitor
7769,NK
7770,Mono/DC
7771,Mono/DC
7772,NK
7773,T
7774,T
7775,Mono/DC
7776,B
7777,Mono/DC
7778,Mono/DC
7779,Mono/DC
7780,Mono/DC
7781,T
7782,T
7783,Mono/DC
7784,Mono/DC
7785,T
7786,Mono/DC
7787,T
7788,Mono/DC
7789,Mono/DC
7790,Mono/DC
7791,T
7792,Mono/DC
7793,T
7794,Mono/DC
7795,B
7796,NK
7797,Mono/DC
7798,B
7799,Mono/DC
7800,T
7801,Mono/DC
7802,T
7803,T
7804,T
7805,Mono/DC
7806,T
7807,Mono/DC
7808,T
7809,T
7810,Mono/DC
7811,T
7812,Mono/DC
7813,T
7814,Mono/DC
7815,NK
7816,T
7817,Mono/DC
7818,Mono/DC
7819,Mono/DC
7820,T
7821,T
7822,NK
7823,Mono/DC
7824,T
7825,Mono/DC
7826,T
7827,T
7828,T
7829,T
7830,Mono/DC
7831,Progenitor
7832,T
7833,Mono/DC
7834,T
7835,T
7836,T
7837,T
7838,Mono/DC
7839,Mono/DC
7840,Mono/DC
7841,Mono/DC
7842,T
7843,Mono/DC
7844,T
7845,T
7846,Mono/DC
7847,T
7848,Progenitor
7849,B
7850,T
7851,Mono/DC
7852,NK
7853,Progenitor
7854,NK
7855,Mono/DC
7856,T
7857,T
7858,T
7859,Mono/DC
7860,T
7861,Mono/DC
7862,Mono/DC
7863,Mono/DC
7864,Mono/DC
7865,Mono/DC
7866,Mono/DC
7867,B
7868,NK
7869,T
7870,Mono/DC
7871,T
7872,T
7873,T
7874,Mono/DC
7875,T
7876,T
7877,Progenitor
7878,Mono/DC
7879,Mono/DC
7880,NK
7881,Mono/DC
7882,NK
7883,T
7884,B
7885,T
7886,T
7887,T
7888,T
7889,T
7890,T
7891,T
7892,Mono/DC
7893,Mono/DC
7894,Mono/DC
7895,T
7896,Mono/DC
7897,B
7898,Mono/DC
7899,Mono/DC
7900,Mono/DC
7901,T
7902,B
7903,T
7904,Mono/DC
7905,T
7906,Mono/DC
7907,T
7908,T
7909,T
7910,Mono/DC
7911,Mono/DC
7912,Mono/DC
7913,T
7914,T
7915,Progenitor
7916,NK
7917,NK
7918,Progenitor
7919,B
7920,NK
7921,T
7922,NK
7923,Mono/DC
7924,Progenitor
7925,T
7926,T
7927,Mono/DC
7928,Mono/DC
7929,Mono/DC
7930,Progenitor
7931,Mono/DC
7932,B
7933,T
7934,Mono/DC
7935,Progenitor
7936,Mono/DC
7937,Mono/DC
7938,T
7939,B
7940,B
7941,Mono/DC
7942,T
7943,T
7944,Progenitor
7945,B
7946,T
7947,T
7948,B
7949,Mono/DC
7950,Mono/DC
7951,T
7952,T
7953,T
7954,T
7955,Mono/DC
7956,Progenitor
7957,Mono/DC
7958,Mono/DC
7959,Mono/DC
7960,T
7961,Mono/DC
7962,B
7963,Mono/DC
7964,Mono/DC
7965,T
7966,T
7967,Mono/DC
7968,T
7969,Mono/DC
7970,Mono/DC
7971,Progenitor
7972,Mono/DC
7973,B
7974,T
7975,Mono/DC
7976,Mono/DC
7977,T
7978,Mono/DC
7979,T
7980,Mono/DC
7981,T
7982,T
7983,T
7984,Mono/DC
7985,Mono/DC
7986,Mono/DC
7987,Mono/DC
7988,T
7989,Mono/DC
7990,T
7991,Mono/DC
7992,B
7993,B
7994,Mono/DC
7995,T
7996,T
7997,T
7998,T
7999,B
8000,Progenitor
8001,Mono/DC
8002,Mono/DC
8003,Mono/DC
8004,Mono/DC
8005,T
8006,Mono/DC
8007,Mono/DC
8008,Mono/DC
8009,Progenitor
8010,T
8011,B
8012,T
8013,Mono/DC
8014,T
8015,B
8016,Mono/DC
8017,Mono/DC
8018,T
8019,Mono/DC
8020,Mono/DC
8021,Mono/DC
8022,Mono/DC
8023,Mono/DC
8024,Progenitor
8025,NK
8026,Progenitor
8027,Mono/DC
8028,T
8029,Mono/DC
8030,Mono/DC
8031,Mono/DC
8032,Mono/DC
8033,T
8034,NK
8035,T
8036,Mono/DC
8037,Mono/DC
8038,T
8039,Mono/DC
8040,Mono/DC
8041,T
8042,T
8043,Mono/DC
8044,Mono/DC
8045,Mono/DC
8046,T
8047,B
8048,Mono/DC
8049,Mono/DC
8050,Mono/DC
8051,Mono/DC
8052,Mono/DC
8053,T
8054,Mono/DC
8055,Mono/DC
8056,Mono/DC
8057,Mono/DC
8058,Progenitor
8059,T
8060,Mono/DC
8061,T
8062,Progenitor
8063,NK
8064,Progenitor
8065,T
8066,Mono/DC
8067,T
8068,B
8069,Progenitor
8070,Mono/DC
8071,Mono/DC
8072,T
8073,B
8074,T
8075,B
8076,B
8077,B
8078,B
8079,B
8080,T
8081,T
8082,Mono/DC
8083,T
8084,Progenitor
8085,B
8086,Mono/DC
8087,T
8088,B
8089,Progenitor
8090,B
8091,B
8092,Mono/DC
8093,B
8094,B
8095,Progenitor
8096,T
8097,B
8098,T
8099,T
8100,B
8101,B
8102,B
8103,B
8104,Mono/DC
8105,T
8106,T
8107,B
8108,Mono/DC
8109,Mono/DC
8110,T
8111,T
8112,T
8113,T
8114,Mono/DC
8115,Mono/DC
8116,B
8117,B
8118,Progenitor
8119,B
8120,B
8121,Mono/DC
8122,T
8123,T
8124,Progenitor
8125,B
8126,Progenitor
8127,Progenitor
8128,T
8129,Progenitor
8130,B
8131,T
8132,T
8133,T
8134,T
8135,Mono/DC
8136,T
8137,Mono/DC
8138,Mono/DC
8139,Mono/DC
8140,B
8141,T
8142,Mono/DC
8143,T
8144,Mono/DC
8145,Mono/DC
8146,Mono/DC
8147,T
8148,Mono/DC
8149,T
8150,Mono/DC
8151,Mono/DC
8152,Mono/DC
8153,Mono/DC
8154,Mono/DC
8155,Mono/DC
8156,Mono/DC
8157,Mono/DC
8158,Mono/DC
8159,Mono/DC
8160,Mono/DC
8161,Mono/DC
8162,Mono/DC
8163,T
8164,Mono/DC
8165,T
8166,Mono/DC
8167,Mono/DC
8168,T
8169,T
8170,T
8171,Mono/DC
8172,Mono/DC
8173,Mono/DC
8174,T
8175,Mono/DC
8176,Progenitor
8177,Mono/DC
8178,T
8179,B
8180,Mono/DC
8181,T
8182,T
8183,Mono/DC
8184,Mono/DC
8185,NK
8186,Mono/DC
8187,Mono/DC
8188,B
8189,B
8190,Mono/DC
8191,Mono/DC
8192,B
8193,T
8194,Mono/DC
8195,B
8196,Mono/DC
8197,NK
8198,Progenitor
8199,Mono/DC
8200,B
8201,NK
8202,Mono/DC
8203,T
8204,Mono/DC
8205,Mono/DC
8206,Mono/DC
8207,T
8208,Mono/DC
8209,Mono/DC
8210,Mono/DC
8211,Mono/DC
8212,T
8213,Mono/DC
8214,Mono/DC
8215,Mono/DC
8216,Mono/DC
8217,Mono/DC
8218,Mono/DC
8219,Progenitor
8220,Mono/DC
8221,Mono/DC
8222,Progenitor
8223,B
8224,B
8225,B
8226,Progenitor
8227,T
8228,B
8229,T
8230,T
8231,T
8232,NK
8233,T
8234,T
8235,Mono/DC
8236,Mono/DC
8237,Mono/DC
8238,Mono/DC
8239,T
8240,T
8241,Mono/DC
8242,Mono/DC
8243,Mono/DC
8244,Mono/DC
8245,T
8246,T
8247,B
8248,T
8249,NK
8250,B
8251,T
8252,Mono/DC
8253,T
8254,T
8255,NK
8256,T
8257,T
8258,Mono/DC
8259,T
8260,T
8261,T
8262,T
8263,Mono/DC
8264,T
8265,T
8266,NK
8267,T
8268,T
8269,Mono/DC
8270,NK
8271,B
8272,T
8273,T
8274,T
8275,T
8276,T
8277,T
8278,Progenitor
8279,Progenitor
8280,T
8281,Mono/DC
8282,NK
8283,T
8284,T
8285,Mono/DC
8286,T
8287,Mono/DC
8288,T
8289,T
8290,T
8291,T
8292,Progenitor
8293,NK
8294,Mono/DC
8295,Mono/DC
8296,T
8297,NK
8298,T
8299,NK
8300,T
8301,T
8302,Mono/DC
8303,T
8304,Mono/DC
8305,T
8306,T
8307,B
8308,NK
8309,NK
8310,T
8311,NK
8312,NK
8313,Progenitor
8314,T
8315,Mono/DC
8316,T
8317,T
8318,T
8319,NK
8320,T
8321,T
8322,T
8323,NK
8324,T
8325,T
8326,B
8327,B
8328,Mono/DC
8329,Mono/DC
8330,T
8331,Mono/DC
8332,Mono/DC
8333,T
8334,NK
8335,Mono/DC
8336,Mono/DC
8337,Mono/DC
8338,NK
8339,T
8340,T
8341,T
8342,NK
8343,T
8344,T
8345,T
8346,T
8347,NK
8348,Mono/DC
8349,Mono/DC
8350,T
8351,Mono/DC
8352,Mono/DC
8353,Mono/DC
8354,Mono/DC
8355,T
8356,T
8357,Mono/DC
8358,B
8359,Mono/DC
8360,Progenitor
8361,B
8362,T
8363,T
8364,Mono/DC
8365,B
8366,Mono/DC
8367,T
8368,Mono/DC
8369,Mono/DC
8370,Mono/DC
8371,Mono/DC
8372,Mono/DC
8373,Progenitor
8374,Mono/DC
8375,Progenitor
8376,Mono/DC
8377,T
8378,T
8379,T
8380,T
8381,Mono/DC
8382,T
8383,T
8384,Mono/DC
8385,Mono/DC
8386,Mono/DC
8387,NK
8388,T
8389,Mono/DC
8390,Progenitor
8391,Mono/DC
8392,Mono/DC
8393,B
8394,T
8395,Mono/DC
8396,T
8397,Progenitor
8398,Mono/DC
8399,T
8400,T
8401,NK
8402,Mono/DC
8403,Mono/DC
8404,Mono/DC
8405,Mono/DC
8406,Mono/DC
8407,T
8408,T
8409,T
8410,Mono/DC
8411,Progenitor
8412,T
8413,Mono/DC
8414,Mono/DC
8415,Mono/DC
8416,T
8417,T
8418,T
8419,B
8420,B
8421,T
8422,T
8423,T
8424,Mono/DC
8425,Mono/DC
8426,Mono/DC
8427,T
8428,T
8429,B
8430,T
8431,Mono/DC
8432,T
8433,Mono/DC
8434,T
8435,Mono/DC
8436,Mono/DC
8437,Mono/DC
8438,T
8439,B
8440,Mono/DC
8441,T
8442,Mono/DC
8443,T
8444,T
8445,Mono/DC
8446,Mono/DC
8447,B
8448,Progenitor
8449,T
8450,T
8451,T
8452,Mono/DC
8453,Mono/DC
8454,T
8455,B
8456,Mono/DC
8457,T
8458,Mono/DC
8459,Mono/DC
8460,Mono/DC
8461,Mono/DC
8462,Mono/DC
8463,Mono/DC
8464,Mono/DC
8465,T
8466,Mono/DC
8467,Progenitor
8468,Mono/DC
8469,Mono/DC
8470,Mono/DC
8471,T
8472,B
8473,T
8474,Mono/DC
8475,Mono/DC
8476,T
8477,Mono/DC
8478,T
8479,B
8480,T
8481,T
8482,Mono/DC
8483,T
8484,T
8485,Mono/DC
8486,Mono/DC
8487,Mono/DC
8488,Mono/DC
8489,Mono/DC
8490,T
8491,T
8492,Mono/DC
8493,T
8494,Mono/DC
8495,B
8496,Progenitor
8497,T
8498,T
8499,Mono/DC
8500,Mono/DC
8501,Mono/DC
8502,T
8503,Mono/DC
8504,Mono/DC
8505,B
8506,Mono/DC
8507,T
8508,Mono/DC
8509,T
8510,T
8511,T
8512,Mono/DC
8513,T
8514,T
8515,T
8516,T
8517,Mono/DC
8518,Mono/DC
8519,Mono/DC
8520,Mono/DC
8521,Mono/DC
8522,T
8523,Mono/DC
8524,Mono/DC
8525,Mono/DC
8526,NK
8527,Mono/DC
8528,Progenitor
8529,Progenitor
8530,T
8531,Progenitor
8532,T
8533,Progenitor
8534,Mono/DC
8535,Mono/DC
8536,Mono/DC
8537,Mono/DC
8538,T
8539,Mono/DC
8540,T
8541,T
8542,T
8543,B
8544,T
8545,T
8546,T
8547,NK
8548,Mono/DC
8549,Mono/DC
8550,B
8551,T
8552,Mono/DC
8553,T
8554,T
8555,Progenitor
8556,Mono/DC
8557,B
8558,Mono/DC
8559,Mono/DC
8560,Progenitor
8561,Mono/DC
8562,Mono/DC
8563,T
8564,Mono/DC
8565,Mono/DC
8566,T
8567,Mono/DC
8568,T
8569,T
8570,Mono/DC
8571,T
8572,B
8573,T
8574,T
8575,Mono/DC
8576,Progenitor
8577,NK
8578,Mono/DC
8579,Mono/DC
8580,Mono/DC
8581,T
8582,Mono/DC
8583,Mono/DC
8584,T
8585,Mono/DC
8586,Mono/DC
8587,Mono/DC
8588,T
8589,NK
8590,T
8591,T
8592,T
8593,Mono/DC
8594,T
8595,Mono/DC
8596,T
8597,Progenitor
8598,Mono/DC
8599,T
8600,T
8601,NK
8602,Mono/DC
8603,T
8604,Mono/DC
8605,Mono/DC
8606,T
8607,T
8608,Mono/DC
8609,T
8610,T
8611,Progenitor
8612,T
8613,Mono/DC
8614,T
8615,Mono/DC
8616,T
8617,B
8618,T
8619,T
8620,Progenitor
8621,T
8622,T
8623,Mono/DC
8624,T
8625,B
8626,Mono/DC
8627,T
8628,Mono/DC
8629,Mono/DC
8630,Mono/DC
8631,T
8632,Mono/DC
8633,Progenitor
8634,Mono/DC
8635,T
8636,Progenitor
8637,T
8638,B
8639,T
8640,B
8641,Progenitor
8642,Mono/DC
8643,Mono/DC
8644,T
8645,T
8646,B
8647,Mono/DC
8648,Mono/DC
8649,Mono/DC
8650,T
8651,Progenitor
8652,Progenitor
8653,B
8654,Mono/DC
8655,Mono/DC
8656,T
8657,T
8658,Mono/DC
8659,B
8660,NK
8661,Mono/DC
8662,T
8663,Mono/DC
8664,Mono/DC
8665,T
8666,Mono/DC
8667,T
8668,T
8669,Progenitor
8670,Mono/DC
8671,Mono/DC
8672,T
8673,T
8674,NK
8675,T
8676,Progenitor
8677,Progenitor
8678,B
8679,T
8680,Progenitor
8681,Mono/DC
8682,Mono/DC
8683,B
8684,B
8685,NK
8686,Mono/DC
8687,Mono/DC
8688,T
8689,NK
8690,Mono/DC
8691,T
8692,Mono/DC
8693,T
8694,Mono/DC
8695,Progenitor
8696,Mono/DC
8697,Progenitor
8698,Mono/DC
8699,T
8700,Mono/DC
8701,Mono/DC
8702,Mono/DC
8703,T
8704,NK
8705,Mono/DC
8706,Mono/DC
8707,B
8708,Mono/DC
8709,B
8710,T
8711,Mono/DC
8712,T
8713,NK
8714,T
8715,Mono/DC
8716,Mono/DC
8717,T
8718,T
8719,B
8720,T
8721,T
8722,Mono/DC
8723,Progenitor
8724,T
8725,Mono/DC
8726,Mono/DC
8727,T
8728,T
8729,B
8730,NK
8731,B
8732,T
8733,Mono/DC
8734,T
8735,T
8736,T
8737,T
8738,Mono/DC
8739,T
8740,Progenitor
8741,Mono/DC
8742,T
8743,T
8744,T
8745,B
8746,T
8747,B
8748,Mono/DC
8749,Mono/DC
8750,B
8751,T
